(in /Users/marcelomenezes/ruby_training/newstemplates)
+----------------------------------------------------+-------+-------+--------+
|                  File                              | Lines |  LOC  |  COV   |
|...ort-2.1.0/lib/active_support/core_ext/process.rb |     1 |     1 | 100.0% |
|....0/lib/active_support/core_ext/process/daemon.rb |    25 |    20 |  15.0% |
|...pport-2.1.0/lib/active_support/core_ext/range.rb |    11 |    10 | 100.0% |
|.../active_support/core_ext/range/blockless_step.rb |    32 |    30 |  30.0% |
|...lib/active_support/core_ext/range/conversions.rb |    27 |    20 |  70.0% |
|...b/active_support/core_ext/range/include_range.rb |    30 |    20 |  40.0% |
|....0/lib/active_support/core_ext/range/overlaps.rb |    15 |    11 |  45.5% |
|...port-2.1.0/lib/active_support/core_ext/string.rb |    18 |    17 | 100.0% |
|...1.0/lib/active_support/core_ext/string/access.rb |    82 |    43 |  23.3% |
|...ib/active_support/core_ext/string/conversions.rb |    28 |    21 |  42.9% |
|....0/lib/active_support/core_ext/string/filters.rb |    26 |    16 |  37.5% |
|...ib/active_support/core_ext/string/inflections.rb |   148 |    50 |  88.0% |
|.../lib/active_support/core_ext/string/iterators.rb |    21 |    16 |  56.2% |
|...tive_support/core_ext/string/starts_ends_with.rb |    35 |    30 |  76.7% |
|....0/lib/active_support/core_ext/string/unicode.rb |    68 |    38 |  28.9% |
|....1.0/lib/active_support/core_ext/string/xchar.rb |    11 |     8 |  75.0% |
|...port-2.1.0/lib/active_support/core_ext/symbol.rb |    14 |     7 | 100.0% |
|...upport-2.1.0/lib/active_support/core_ext/test.rb |     1 |     1 | 100.0% |
|...upport-2.1.0/lib/active_support/core_ext/time.rb |    21 |    17 | 100.0% |
|...1.0/lib/active_support/core_ext/time/behavior.rb |    13 |    11 |  45.5% |
|...lib/active_support/core_ext/time/calculations.rb |   276 |   185 |  45.9% |
|.../lib/active_support/core_ext/time/conversions.rb |    89 |    39 |  69.2% |
|...-2.1.0/lib/active_support/core_ext/time/zones.rb |    86 |    42 |  59.5% |
|...support-2.1.0/lib/active_support/dependencies.rb |   552 |   374 |  59.1% |
|...esupport-2.1.0/lib/active_support/deprecation.rb |   205 |   161 |  35.4% |
|...tivesupport-2.1.0/lib/active_support/duration.rb |    96 |    67 |  47.8% |
|...s/activesupport-2.1.0/lib/active_support/gzip.rb |    25 |    19 |  47.4% |
|...esupport-2.1.0/lib/active_support/inflections.rb |    53 |    50 | 100.0% |
|...ivesupport-2.1.0/lib/active_support/inflector.rb |   308 |   118 |  73.7% |
|...s/activesupport-2.1.0/lib/active_support/json.rb |    23 |    19 |  89.5% |
|...upport-2.1.0/lib/active_support/json/decoding.rb |    63 |    51 |  21.6% |
|...t-2.1.0/lib/active_support/json/encoders/date.rb |    14 |     9 |  22.2% |
|....0/lib/active_support/json/encoders/date_time.rb |    14 |     9 |  22.2% |
|...0/lib/active_support/json/encoders/enumerable.rb |    12 |     5 |  40.0% |
|.../lib/active_support/json/encoders/false_class.rb |     5 |     5 |  40.0% |
|...t-2.1.0/lib/active_support/json/encoders/hash.rb |    47 |    16 |  12.5% |
|....0/lib/active_support/json/encoders/nil_class.rb |     5 |     5 |  40.0% |
|....1.0/lib/active_support/json/encoders/numeric.rb |     5 |     5 |  40.0% |
|...2.1.0/lib/active_support/json/encoders/object.rb |     6 |     5 |  40.0% |
|...2.1.0/lib/active_support/json/encoders/regexp.rb |     5 |     5 |  40.0% |
|...2.1.0/lib/active_support/json/encoders/string.rb |    36 |    33 |  66.7% |
|...2.1.0/lib/active_support/json/encoders/symbol.rb |     5 |     5 |  40.0% |
|...t-2.1.0/lib/active_support/json/encoders/time.rb |    14 |     9 |  22.2% |
|...0/lib/active_support/json/encoders/true_class.rb |     5 |     5 |  40.0% |
|...upport-2.1.0/lib/active_support/json/encoding.rb |    37 |    32 |  53.1% |
|...upport-2.1.0/lib/active_support/json/variable.rb |    10 |     9 |  44.4% |
|...ivesupport-2.1.0/lib/active_support/multibyte.rb |     9 |     8 | 100.0% |
|...port-2.1.0/lib/active_support/multibyte/chars.rb |   137 |    74 |  35.1% |
|...e_support/multibyte/handlers/passthru_handler.rb |     9 |     5 |  40.0% |
|...ctive_support/multibyte/handlers/utf8_handler.rb |   564 |   393 |  24.2% |
|...upport-2.1.0/lib/active_support/option_merger.rb |    25 |    22 |  40.9% |
|...support-2.1.0/lib/active_support/ordered_hash.rb |    43 |    36 |  27.8% |
|...port-2.1.0/lib/active_support/ordered_options.rb |    17 |    15 |  26.7% |
|...ivesupport-2.1.0/lib/active_support/test_case.rb |    13 |    10 | 100.0% |
|...port-2.1.0/lib/active_support/testing/default.rb |     9 |     8 | 100.0% |
|...lib/active_support/testing/setup_and_teardown.rb |    93 |    84 |  20.2% |
|...pport-2.1.0/lib/active_support/time_with_zone.rb |   283 |   185 |  45.9% |
|...ort-2.1.0/lib/active_support/values/time_zone.rb |   394 |   297 |  84.2% |
|...activesupport-2.1.0/lib/active_support/vendor.rb |    26 |    21 | 100.0% |
|...ivesupport-2.1.0/lib/active_support/whiny_nil.rb |    58 |    23 |  91.3% |
|....gem/ruby/1.8/gems/rails-2.1.0/lib/dispatcher.rb |    24 |     2 | 100.0% |
|...gem/ruby/1.8/gems/rails-2.1.0/lib/initializer.rb |   900 |   518 |  80.9% |
|...1.8/gems/rails-2.1.0/lib/rails/gem_dependency.rb |   124 |   101 |  42.6% |
|...em/ruby/1.8/gems/rails-2.1.0/lib/rails/plugin.rb |   115 |    73 |  76.7% |
|.../1.8/gems/rails-2.1.0/lib/rails/plugin/loader.rb |   152 |   105 |  73.3% |
|...1.8/gems/rails-2.1.0/lib/rails/plugin/locator.rb |    99 |    59 |  72.9% |
|...m/ruby/1.8/gems/rails-2.1.0/lib/rails/version.rb |     9 |     8 | 100.0% |
|...m/ruby/1.8/gems/rails-2.1.0/lib/railties_path.rb |     1 |     1 | 100.0% |
|...y/1.8/gems/rails-2.1.0/lib/ruby_version_check.rb |    17 |    13 |  61.5% |
|.../.gem/ruby/1.8/gems/rails-2.1.0/lib/test_help.rb |    28 |    20 |  80.0% |
|...uby/1.8/gems/soap4r-1.5.8/lib/soap/attachment.rb |   108 |    74 |  39.2% |
|.../ruby/1.8/gems/soap4r-1.5.8/lib/soap/baseData.rb |  1092 |   866 |  42.3% |
|...m/ruby/1.8/gems/soap4r-1.5.8/lib/soap/element.rb |   277 |   217 |  25.8% |
|...1.5.8/lib/soap/encodingstyle/aspDotNetHandler.rb |   207 |   151 |  21.9% |
|...s/soap4r-1.5.8/lib/soap/encodingstyle/handler.rb |   120 |    79 |  53.2% |
|...r-1.5.8/lib/soap/encodingstyle/literalHandler.rb |   192 |   150 |  17.3% |
|...ap4r-1.5.8/lib/soap/encodingstyle/soapHandler.rb |   559 |   476 |  13.9% |
|...em/ruby/1.8/gems/soap4r-1.5.8/lib/soap/filter.rb |    13 |     3 | 100.0% |
|...gems/soap4r-1.5.8/lib/soap/filter/filterchain.rb |    51 |    30 |  36.7% |
|...1.8/gems/soap4r-1.5.8/lib/soap/filter/handler.rb |    31 |    12 |  41.7% |
|...ms/soap4r-1.5.8/lib/soap/filter/streamhandler.rb |    29 |    10 | 100.0% |
|...ruby/1.8/gems/soap4r-1.5.8/lib/soap/generator.rb |   304 |   252 |  20.2% |
|.../gems/soap4r-1.5.8/lib/soap/header/handlerset.rb |    70 |    46 |  30.4% |
|...m/ruby/1.8/gems/soap4r-1.5.8/lib/soap/mapping.rb |    12 |     4 | 100.0% |
|...soap4r-1.5.8/lib/soap/mapping/encodedregistry.rb |   548 |   480 |  46.0% |
|....8/gems/soap4r-1.5.8/lib/soap/mapping/factory.rb |   388 |   329 |  21.3% |
|...soap4r-1.5.8/lib/soap/mapping/literalregistry.rb |   388 |   330 |  11.2% |
|....8/gems/soap4r-1.5.8/lib/soap/mapping/mapping.rb |   609 |   528 |  28.0% |
|...8/gems/soap4r-1.5.8/lib/soap/mapping/registry.rb |   295 |   236 |  25.0% |
|...soap4r-1.5.8/lib/soap/mapping/rubytypeFactory.rb |   478 |   442 |   8.6% |
|...oap4r-1.5.8/lib/soap/mapping/schemadefinition.rb |   170 |   125 |  62.4% |
|....8/gems/soap4r-1.5.8/lib/soap/mapping/typeMap.rb |   106 |    91 | 100.0% |
|...by/1.8/gems/soap4r-1.5.8/lib/soap/mimemessage.rb |   241 |   189 |  20.6% |
|....8/gems/soap4r-1.5.8/lib/soap/nestedexception.rb |    42 |    20 |  30.0% |
|...s/.gem/ruby/1.8/gems/soap4r-1.5.8/lib/soap/ns.rb |    34 |    17 |  64.7% |
|...em/ruby/1.8/gems/soap4r-1.5.8/lib/soap/parser.rb |   252 |   200 |  21.5% |
|...ruby/1.8/gems/soap4r-1.5.8/lib/soap/processor.rb |    66 |    44 |  45.5% |
|.../ruby/1.8/gems/soap4r-1.5.8/lib/soap/property.rb |   333 |   247 |  21.5% |
|...uby/1.8/gems/soap4r-1.5.8/lib/soap/rpc/driver.rb |   247 |   199 |  34.2% |
|...by/1.8/gems/soap4r-1.5.8/lib/soap/rpc/element.rb |   369 |   293 |  20.5% |
|...ruby/1.8/gems/soap4r-1.5.8/lib/soap/rpc/proxy.rb |   576 |   503 |  16.9% |
|...m/ruby/1.8/gems/soap4r-1.5.8/lib/soap/rpc/rpc.rb |    25 |    12 |  33.3% |
|....gem/ruby/1.8/gems/soap4r-1.5.8/lib/soap/soap.rb |   151 |   111 |  74.8% |
|.../1.8/gems/soap4r-1.5.8/lib/soap/streamHandler.rb |   302 |   240 |  22.9% |
|...em/ruby/1.8/gems/soap4r-1.5.8/lib/xsd/charset.rb |   189 |   141 |  48.9% |
|.../gems/soap4r-1.5.8/lib/xsd/codegen/gensupport.rb |   273 |   242 |  32.2% |
|.../ruby/1.8/gems/soap4r-1.5.8/lib/xsd/datatypes.rb |  1466 |  1140 |  39.7% |
|...by/1.8/gems/soap4r-1.5.8/lib/xsd/iconvcharset.rb |    33 |    19 |  21.1% |
|...y/1.8/gems/soap4r-1.5.8/lib/xsd/namedelements.rb |   132 |    99 |  32.3% |
|...es/.gem/ruby/1.8/gems/soap4r-1.5.8/lib/xsd/ns.rb |   182 |   136 |  25.0% |
|....gem/ruby/1.8/gems/soap4r-1.5.8/lib/xsd/qname.rb |    79 |    55 |  50.9% |
|.../ruby/1.8/gems/soap4r-1.5.8/lib/xsd/xmlparser.rb |    75 |    51 |  49.0% |
|....8/gems/soap4r-1.5.8/lib/xsd/xmlparser/parser.rb |   100 |    69 |  49.3% |
|...ms/soap4r-1.5.8/lib/xsd/xmlparser/rexmlparser.rb |    58 |    34 |  58.8% |
|...gems/soap4r-1.5.8/lib/xsd/xmlparser/xmlparser.rb |    50 |    32 |   6.2% |
|...ems/soap4r-1.5.8/lib/xsd/xmlparser/xmlscanner.rb |   149 |    88 |   2.3% |
|app/controllers/application.rb                      |    15 |     4 | 100.0% |
|app/controllers/articles_controller.rb              |    34 |    26 |  88.5% |
|app/controllers/authors_controller.rb               |     6 |     6 | 100.0% |
|app/controllers/editions_controller.rb              |    20 |    18 | 100.0% |
|app/controllers/lists_controller.rb                 |     6 |     6 | 100.0% |
|app/controllers/newsletters_controller.rb           |     9 |     8 | 100.0% |
|app/controllers/preview_controller.rb               |   124 |    95 |  12.6% |
|app/controllers/search_controller.rb                |    10 |    10 |  20.0% |
|app/controllers/welcome_controller.rb               |     5 |     5 | 100.0% |
|app/helpers/application_helper.rb                   |     3 |     2 | 100.0% |
|app/helpers/articles_helper.rb                      |    30 |    24 |  20.8% |
|app/helpers/authors_helper.rb                       |     2 |     2 | 100.0% |
|app/helpers/editions_helper.rb                      |     5 |     5 |  40.0% |
|app/helpers/lists_helper.rb                         |     2 |     2 | 100.0% |
|app/helpers/newsletters_helper.rb                   |     2 |     2 | 100.0% |
|app/helpers/preview_helper.rb                       |     3 |     2 | 100.0% |
|app/helpers/search_helper.rb                        |     2 |     2 | 100.0% |
|app/helpers/welcome_helper.rb                       |     2 |     2 | 100.0% |
|app/models/article.rb                               |    31 |    23 | 100.0% |
|app/models/author.rb                                |     7 |     6 | 100.0% |
|app/models/edition.rb                               |    88 |    72 |  68.1% |
|app/models/list.rb                                  |    34 |    27 |  29.6% |
|app/models/newsletter.rb                            |     5 |     4 | 100.0% |
+----------------------------------------------------+-------+-------+--------+
|Total                                               | 76637 | 46573 |  39.0% |
+----------------------------------------------------+-------+-------+--------+
39.0%   451 file(s)   76637 Lines   46573 LOC
